Keyword,Title,Link,Occupation,Company,Specs,Location
data analysis,Quality Assurance) QA) Section head,https://wuzzuf.net/jobs/p/odwy54sknczs-quality-assurance-qa-section-head-dough-and-more-food-industries-giza-egypt,Full TimeOn-site,Dough and More Food Industries,Full TimeOn-siteExperienced · 5 - 8 Yrs of Exp · Manufacturing/Production · Quality · Data Analysis · Team Leadership,"6th of October, Giza, Egypt "
data analysis,Performance Manager,https://wuzzuf.net/jobs/p/pvnkdogmsjef-performance-manager-alexandria-egypt,Full TimeOn-site,Confidential,Full TimeOn-siteManager · 5 - 15 Yrs of Exp · Operations/Management · Analysis · Communication · Performance Management · Management · Medical · Performance · Leadership · Data Analysis,"Bourj Alarab, Alexandria, Egypt "
data analysis,Finance & Accounting Intern (6-Week Immersion Program),https://wuzzuf.net/internship/fezmbchet7ip-finance-accounting-intern-6-week-immersion-program-leverage-cairo-egypt,InternshipOn-site,Leverage,InternshipOn-siteStudent · Accounting/Finance · Analysis · Finance · Financial Analysis · Financial · Data · Accounting · analytical · Financial Management · business,"Maadi, Cairo, Egypt "
data analysis,Tech Lead Data Engineering,https://wuzzuf.net/jobs/p/nHeVsI4SX3Hp-Tech-Lead-Data-Engineering-HYVE-Technology-Consulting-Cairo-Egypt,Full TimeHybrid,HYVE Technology Consulting ,Full TimeHybridManager · 6 - 11 Yrs of Exp · IT/Software Development · Computer Engineering · Data · Data Analysis · ETL · Hadoop · Python · Relational Databases · SQL · IBM DataStage,"Nasr City, Cairo, Egypt "
data analysis,Chains Optimization & Connectivity Executive,https://wuzzuf.net/jobs/p/k7pivh9ewdgp-chains-optimization-connectivity-executive-webbeds-cairo-egypt,Full TimeOn-site,WebBeds ,"Full TimeOn-siteExperienced · 2 - 5 Yrs of Exp · Hospitality/Hotels/Food Services · •	Bachelor’s degree in Business, Hospitality, Technology, or a related field · •	Expertise in Microsoft Excel, Power BI, and analytical tools · •	2+ years of experience in hotel distribution, B2B travel technology, or connectivity management · •	Hands-on experience with switch providers and API integrations · •	Experience in data analysis, performance tracking, and process improvement · •	Strong understanding of hotel connectivity, mapping, and system integrations · •	Ability to communicate effectively across departments, aligning technical solutions with commercial objectives.","Cairo, Egypt "
data analysis,"Lead Researcher (Part-Time, Remote)",https://wuzzuf.net/jobs/p/l0wdxa71q0gl-lead-researcher-part-time-remote-elevate-growth-systems-detroit-united-states,Part TimeRemote,Elevate Growth Systems,Part TimeRemoteStudent · Business Development · Analyst/Research · Analysis · Data Entry · Social Media · Lead Generation,"Detroit, United States "
data analysis,Accounting Manager,https://wuzzuf.net/jobs/p/uqquiy4sv0ne-accounting-manager-sharqia-egypt,Full TimeOn-site,Confidential,Full TimeOn-siteManager · 8 - 15 Yrs of Exp · Accounting/Finance · Accounting · Financial Management · Financial Reports · Financial Accounting · Financial Analysis · accounting data · Finance · Financial,"10th of Ramadan City, Sharqia, Egypt "
data analysis,Sr Data Engineer,https://wuzzuf.net/jobs/p/ftd0zh3jscqe-sr-data-engineer-santechture-cairo-egypt,Full TimeHybrid,SANTECHTURE ,Full TimeHybridExperienced · 5+ Yrs of Exp · IT/Software Development · Medical/Healthcare · Analyst/Research · Big Data · Engineering · Information Technology (IT) · Software Engineering · Troubleshooting · SQL · AWS,"Sheraton, Cairo, Egypt "
data analysis,"Backoffice (Mail&chat)Excellent English Speakers,Grads",https://wuzzuf.net/jobs/p/jdsjrmtndjid-backoffice-mailchatexcellent-english-speakersgrads-etisalat-egypt-cairo-egypt,Full TimeOn-site,Etisalat Egypt,Full TimeOn-siteEntry Level · 0 - 4 Yrs of Exp · Accounting/Finance · Administration · Customer Service/Support · Customer Service · Customer Support · Customer Care · Customer Satisfaction · Customer Relations · Customer Retention · Customer Experience,"Maadi, Cairo, Egypt "
data analysis,Senior Manager - Data Analytics,https://wuzzuf.net/jobs/p/1o9FGlZoipS7-Senior-Manager---Data-Analytics-Alshaya-Cairo-Egypt,Full TimeOn-site,Alshaya,Full TimeOn-siteManager · 7 - 10 Yrs of Exp · Analyst/Research · Sales/Retail · Data Analytics · CRM · Quantitative Research · Commercial Analysis · Performance Measurement · Loyalty Programme · Performance Analytics · Loyalty Programme Analytics,"Nasr City, Cairo, Egypt "
data analysis,Quality Assurance Specialist - Call Center,https://wuzzuf.net/jobs/p/0hkstjhlejbq-quality-assurance-specialist---call-center-new-plan-cairo-egypt,Full TimeOn-site,New Plan ,Full TimeOn-siteExperienced · 3 - 5 Yrs of Exp · Quality · Quality Assurance · Quality Control · Skills · Training · quality · Analysis · Communication · Communication skills · Data,"Heliopolis, Cairo, Egypt "
data analysis,Senior Accountant,https://wuzzuf.net/jobs/p/isspkGEG0vkv-Senior-Accountant-KTS-International-Cairo-Egypt,Full TimeOn-site,KTS International  ,Full TimeOn-siteExperienced · 5 - 7 Yrs of Exp · Accounting/Finance · Accounting Manager · Finance · Financial Analysis · Accounting · Financial Management · Financial Accounting · Payable Accounting · Accounts Payable · Accounts Receivable,"Cairo, Egypt "
data analysis,Internal Auditor,https://wuzzuf.net/jobs/p/ruasi0xevp3r-internal-auditor-sak-developments-cairo-egypt,Full TimeOn-site,SAK Developments,Full TimeOn-siteExperienced · 4 - 5 Yrs of Exp · Accounting/Finance · Auditing · Communication skills · Financial Analysis · Accounting · Finance · Data Analysis · Analysis · Financial,"New Cairo, Cairo, Egypt "
data analysis,Business Analyst,https://wuzzuf.net/jobs/p/6tayk6oerg1b-business-analyst-outservingplus-giza-egypt,Full TimeOn-site,Outservingplus,Full TimeOn-siteEntry Level · 1 - 2 Yrs of Exp · IT/Software Development · Analyst/Research · Engineering - Telecom/Technology · Analysis · business · Business Analysis · Communication skills · Computer Science · Data · Information Technology (IT),"Giza, Egypt "
data analysis,E-Commerce Specialist,https://wuzzuf.net/jobs/p/rhonpizew1vr-e-commerce-specialist-digimora-cairo-egypt,Full TimeRemote,DigiMora,Full TimeRemoteExperienced · 3 - 5 Yrs of Exp · Operations/Management · Marketing/PR/Advertising · Sales/Retail · Commerce · E-Commerce · Manager · Marketing · Sales · saudi store · online store,"Cairo, Egypt "
data analysis,Accounting Manager,https://wuzzuf.net/jobs/p/ycis8s2ehaf4-accounting-manager-je-x-cairo-egypt,Full TimeOn-site,je-x,Full TimeOn-siteManager · 5 - 10 Yrs of Exp · Accounting/Finance · Accounting · Financial Analysis · Manager · Accounting Manager · Finance · Financial Management · accounting data · Compliance · Financial,"Heliopolis, Cairo, Egypt "
data analysis,HR Director,https://wuzzuf.net/jobs/p/VXRI6cGSdiQt-HR-Director-Khaled-Khoshala-for-Industry-and-Trading-Co-Avanti-Cairo-Egypt,Full TimeOn-site,Khaled Khoshala for Industry  and Trading Co. (Avanti),Full TimeOn-siteSenior Management · 10+ Yrs of Exp · Human Resources · Operations/Management · Human Resources · HR · Recruitment · Leadership · Analysis · Business Administration · Data Analysis · Management,"Obour City, Cairo, Egypt "
data analysis,EC Summer Internship,https://wuzzuf.net/internship/bdgo8mdf9kca-ec-summer-internship-stem-entrepreneurship-center-cairo-egypt,InternshipHybrid,STEM Entrepreneurship Center,InternshipHybridStudent · Accounting/Finance · Project/Program Management · Engineering - Telecom/Technology · Communication · Business Administration · Computer Science · Business Development · Finance · Marketing · Artificial Intelligence (AI),"Sheraton, Cairo, Egypt "
data analysis,Growth Internship,https://wuzzuf.net/internship/Q2FqlbcpcFd7-Growth-Internship-Koinz-Cairo-Egypt,InternshipHybrid,Koinz,InternshipHybridEntry Level · Analyst/Research · Database SQL Server · Data Analysis · Data Analytics,"Maadi, Cairo, Egypt "
data analysis,Business Analyst,https://wuzzuf.net/jobs/p/gXepgW6jTLhr-Business-Analyst-Fixed-Solutions-Cairo-Egypt,Full TimeHybrid,Fixed Solutions,Full TimeHybridExperienced · 2+ Yrs of Exp · IT/Software Development · Analyst/Research · Engineering - Telecom/Technology · Agile · Engineering · Business Administration · Business Analysis · Data Analysis · Computer Science · Information Technology (IT),"Cairo, Egypt "
data analysis,General Accountant,https://wuzzuf.net/jobs/p/sOBqLj8aqajZ-General-Accountant-الناجح-للخدمات-والاستشارات-التعليمية-والطلابية-Cairo-Egypt,Full TimeOn-site,الناجح للخدمات والاستشارات التعليمية والطلابية,Full TimeOn-siteExperienced · 2 - 5 Yrs of Exp · Accounting/Finance · Banking · Logistics/Supply Chain · Accounting · Accounting Software · Finance · Financial Analysis · Financial Management · GAAP · MS,"Mokattam, Cairo, Egypt "
data analysis,Research And Development (Food & Beverage ),https://wuzzuf.net/jobs/p/WpbQ85Bwn3PB-Research-And-Development-Food-Beverage-ICONIC-FMCG-Cairo-Egypt,Full TimeOn-site,ICONIC FMCG ,Full TimeOn-siteExperienced · 2 - 3 Yrs of Exp · males_only · R&D/Science · Analyst/Research · Business Development · Analysis · Chemistry · Data Analysis · Market Research · Communication · Management · Project Management,"New Cairo, Cairo, Egypt "
data analysis,Senior OD and Performance specialist,https://wuzzuf.net/jobs/p/5F0bIHITUfu4-Senior-OD-and-Performance-specialist-ElMehy-Engineering-Company-Cairo-Egypt,Full TimeOn-site,ElMehy Engineering Company,Full TimeOn-siteExperienced · 5 - 7 Yrs of Exp · Human Resources · Marketing/PR/Advertising · Quality · business · Human Resources (HR) · OD · Performance Management · Communication skills · Data Analysis · HR,"Heliopolis, Cairo, Egypt "
data analysis,Senior Data Engineer,https://wuzzuf.net/jobs/p/hzsom9fvxxve-senior-data-engineer-erada-cairo-egypt,Full TimeHybrid,Erada,Full TimeHybridExperienced · 4 - 6 Yrs of Exp · IT/Software Development · Engineering · Computer Science · Spark · Data Warehousing · Big Data · ETL · Data Modeling,"Maadi, Cairo, Egypt "
data analysis,Senior Production Engineer,https://wuzzuf.net/jobs/p/f9gXFzBRbqVV-Senior-Production-Engineer-Chema-Foam-Sharqia-Egypt,Full TimeOn-site,Chema Foam,Full TimeOn-siteExperienced · 3 - 5 Yrs of Exp · Manufacturing/Production · Engineering - Mechanical/Electrical · Manufacturing · Production · Mechanical · AutoCAD · Engineering · 5S Lean Manufacturing Methodology · Lean Six Sigma · Cost Reduction,"10th of Ramadan City, Sharqia, Egypt "
data analysis,Investment Analyst - Innoventures,https://wuzzuf.net/jobs/p/Ec3i1CrwWMs4-Investment-Analyst---Innoventures-Cultiv-Cairo-Egypt,Full TimeOn-site,Cultiv,Full TimeOn-siteExperienced · 2 - 5 Yrs of Exp · Accounting/Finance · Analyst/Research · Financial Analysis · Finance · Analysis · Financial · Economics · Excel · Computer Skills · Analytical,"Heliopolis, Cairo, Egypt "
data analysis,Research Engineer,https://wuzzuf.net/internship/9yrmzgljvx6w-research-engineer-enoshsciense-research-center-cairo-egypt,InternshipHybrid,Enoshsciense Research Center,InternshipHybridEntry Level · IT/Software Development · Engineering - Mechanical/Electrical · Engineering · Data Analysis · Research · Computer Engineering · Communication skills · Machine Learning · Communication · Market Research,"New Cairo, Cairo, Egypt "
data analysis,Q.A IPC Officer,https://wuzzuf.net/jobs/p/q3kwsH2aAwP6-QA-IPC-Officer-APEX-Pharma-Cairo-Egypt,Full TimeOn-site,APEX Pharma,Full TimeOn-siteExperienced · 2 - 4 Yrs of Exp · Quality · Pharmaceutical · IPC · Pharmaceutical · Analysis · Compliance · Data Analysis · Science,"Badr City, Cairo, Egypt "
data analysis,Market Research Analyst,https://wuzzuf.net/jobs/p/aiwesH13MjcT-Market-Research-Analyst-Cairo-Egypt,Full TimeOn-site,Confidential,Full TimeOn-siteExperienced · 5 - 8 Yrs of Exp · males_only · Marketing/PR/Advertising · Analyst/Research · Analysis · analytical · Communication · Data Collection · Market Research · Presentation · Research · Statistics,"Heliopolis, Cairo, Egypt "
data analysis,corporate tax Manager,https://wuzzuf.net/jobs/p/5fOIxiuIxtiz-corporate-tax-Manager-Cairo-Egypt,Full TimeOn-site,Confidential,Full TimeOn-siteManager · 8 - 10 Yrs of Exp · Accounting/Finance · Accounting · analytical · Communication · Communication skills · Finance · Financial Analysis · Financial Management · Tax · Taxes,"New Cairo, Cairo, Egypt "
data analysis,CFO,https://wuzzuf.net/jobs/p/2GFn9qjinWth-CFO-Eatco-limited-Giza-Egypt,Full TimeOn-site,Eatco limited,Full TimeOn-siteManager · 10+ Yrs of Exp · Accounting/Finance · Hospitality/Hotels/Food Services · Accounting · CFO · Data Analysis · Finance · Financial Management · Management · Financial Analysis · Risk Management,"Agouza, Giza, Egypt "
data analysis,R&D Chemist - Chemicals Industry,https://wuzzuf.net/jobs/p/g9bEgp7Udyne-RD-Chemist---Chemicals-Industry-Giza-Egypt,Full TimeOn-site,Confidential,Full TimeOn-siteExperienced · 3 - 7 Yrs of Exp · R&D/Science · Pharmaceutical · Analysis · Data Analysis · Development · R&amp;D · Research · research and development · Science · Chemical,"6th of October, Giza, Egypt "
data analysis,Accounting Analyst,https://wuzzuf.net/jobs/p/Tdwohvlgho3V-Accounting-Analyst-warlina---egypt-Cairo-Egypt,Full TimeOn-site,warlina egypt,Full TimeOn-siteEntry Level · 1 - 3 Yrs of Exp · females_only · Accounting/Finance · Analyst/Research · Accounting · Commerce · Financial Reports · Financial · Financial Accounting · Financial Analysis · English · excel,"New Cairo, Cairo, Egypt "
data analysis,E Commerce Specialist,https://wuzzuf.net/jobs/p/IKeCQej7XEf5-E-Commerce-Specialist-Selah-ElTelmeez-For-Publishing-printing-Cairo-Egypt,Full TimeOn-site,Selah ElTelmeez For Publishing & printing,Full TimeOn-siteExperienced · 2 - 4 Yrs of Exp · Marketing/PR/Advertising · Sales/Retail · Media/Journalism/Publishing · Digital Marketing · E-Marketing · Data Analysis · Analysis · Social Media · Time Management · Research,"Obour City, Cairo, Egypt "
data analysis,Feasibility Studies And Financial Analysis Manager,https://wuzzuf.net/jobs/p/gNAQZg6yBUeQ-Feasibility-Studies-And-Financial-Analysis-Manager-Creative-Motion-Cairo-Egypt,Full TimeOn-site,Creative Motion,Full TimeOn-siteManager · 5 - 10 Yrs of Exp · Accounting/Finance · Analyst/Research · Accounting · Analysis · analytical · CFA · Commerce · Communication skills · CPA · Economics,"Maadi, Cairo, Egypt "
data analysis,Fraud Prevention Specialist,https://wuzzuf.net/jobs/p/IlPuy5oSULFT-Fraud-Prevention-Specialist-Alshaya-Cairo-Egypt,Full TimeOn-site,Alshaya,Full TimeOn-siteExperienced · 1 - 3 Yrs of Exp · Customer Service/Support · Operations/Management · Quality · Microsoft Office 365 · Fraud Prevention · Salesforce · Data Analysis · Multitasking,"Cairo, Egypt "
data analysis,Controller,https://wuzzuf.net/jobs/p/nb1fhdbeksrv-controller-leverage-cairo-egypt,Full TimeOn-site,Leverage,Full TimeOn-siteExperienced · 6 - 10 Yrs of Exp · Accounting/Finance · Accounting · Analysis · Auditing,"Maadi, Cairo, Egypt "
data analysis,Repair Order Specialist (Data Analyst),https://wuzzuf.net/jobs/p/YYYAQh5qvDgh-Repair-Order-Specialist-Data-Analyst-OPPO-Egypt-Cairo-Egypt,Full TimeOn-site,OPPO Egypt ,Full TimeOn-siteEntry Level · 1 - 2 Yrs of Exp · Customer Service/Support · Marketing/PR/Advertising · Analyst/Research · Microsoft PowerPoint · Microsoft Outlook · Microsoft Word · Customer Service · After Sales · Electronics · Analysis,"Nasr City, Cairo, Egypt "
data analysis,Senior Business Excellence Specialist,https://wuzzuf.net/jobs/p/oqysmxvvzmdg-senior-business-excellence-specialist-al-marasem-group-cairo-egypt,Full TimeOn-site,Al Marasem Group,Full TimeOn-siteExperienced · 5+ Yrs of Exp · Business Development · Analysis · Business Administration · Business Analysis · Business Development,"New Cairo, Cairo, Egypt "
data analysis,Back Office Agent,https://wuzzuf.net/jobs/p/M8o2jxRncrJz-Back-Office-Agent-Ola-Chat-Cairo-Egypt,Full TimeOn-site,Ola Chat,Full TimeOn-siteEntry Level · 1 - 4 Yrs of Exp · Operations/Management · Marketing/PR/Advertising · Media/Journalism/Publishing · Communication · Problem Solving · Deep Learning · Data Analysis · Creative Thinking · Advertising · Agencies,"Maadi, Cairo, Egypt "
data analysis,Financial Analysis And Planning Section Head,https://wuzzuf.net/jobs/p/wazvd9WuQoRs-Financial-Analysis-And-Planning-Section-Head-Al-monairy-Cairo-Egypt,Full TimeOn-site,Al monairy,Full TimeOn-siteExperienced · 5 - 7 Yrs of Exp · Accounting/Finance · Manufacturing/Production · Analyst/Research · Accounting · Analysis · Business Analysis · ERP · CPA · Financial Analysis · Financial Management,"10th of Ramadan City, Cairo, Egypt "
data analysis,Quality Manager,https://wuzzuf.net/jobs/p/QxiTesLyL9aI-Quality-Manager-Gazelle-Envelope-Manufacturers-Giza-Egypt,Full TimeOn-site,Gazelle Envelope Manufacturers ,Full TimeOn-siteExperienced · 5 - 7 Yrs of Exp · Manufacturing/Production · Quality · Engineering - Mechanical/Electrical · Engineering · Manufacturing · Production · Data Analysis · Administration · Quality Assurance · Quality Control,"6th of October, Giza, Egypt "
data analysis,Remote Data Analyst & Processor,https://wuzzuf.net/jobs/p/t488cMIwPf6s-Remote-Data-Analyst-Processor-HIGHBASE-TRADING-W-L-L-Cairo-Egypt,Full TimeRemote,HIGHBASE TRADING W.L.L,Full TimeRemoteExperienced · 1 - 5 Yrs of Exp · IT/Software Development · Data Analysis · Data Processing · Microsoft Excel · Lead Generation · data scrap · marketing data · vendor onboarding · product data upload,"Cairo, Egypt "
data analysis,Product Management Internship,https://wuzzuf.net/jobs/p/jeref5nfzrxx-product-management-internship-koinz-cairo-egypt,Full TimeHybrid,Koinz,Full TimeHybridEntry Level · 0 - 1 Yrs of Exp · IT/Software Development · Project/Program Management · Analysis · Product Management · Information Technology (IT) · business · Product · Research · Usability Testing,"Maadi, Cairo, Egypt "
data analysis,Market Research Analyst,https://wuzzuf.net/jobs/p/8rcnd3z9ox0h-market-research-analyst-aloyayri-bedding-co-cairo-egypt,Full TimeOn-site,Aloyayri Bedding Co.,Full TimeOn-siteExperienced · 3+ Yrs of Exp · Marketing/PR/Advertising · Analyst/Research · Media/Journalism/Publishing · Analysis · Communication · Communication skills · Computer Skills · E-Marketing · English · Market Research,"Cairo, Egypt "
data analysis,Purchasing Senior Specialist,https://wuzzuf.net/jobs/p/OYj23pUp2HSW-Purchasing-Senior-Specialist-Cairo-Egypt,Full TimeOn-site,Confidential,Full TimeOn-siteExperienced · 4 - 7 Yrs of Exp · Administration · Purchasing/Procurement · Analysis · Communication · Data · Data Analysis · Logistics · Negotiation · Procurement · Purchasing,"Obour City, Cairo, Egypt "
data analysis,Data Governance Senior Analyst,https://wuzzuf.net/jobs/p/dsRhJHXmoEzB-Data-Governance-Senior-Analyst-Tasaheel-Finance-Giza-Egypt,Full TimeOn-site,Tasaheel Finance ,Full TimeOn-siteExperienced · 2 - 5 Yrs of Exp · Banking · Analyst/Research · Analysis · Data Governance,"Giza, Egypt "
data analysis,Quality Assurance Engineer,https://wuzzuf.net/jobs/p/Qj1w86OlHkgd-Quality-Assurance-Engineer-Harvest-Foods-Giza-Egypt,Full TimeOn-site,Harvest Foods,Full TimeOn-siteExperienced · 3 - 5 Yrs of Exp · Quality · quality · Quality Assurance · quality assurance engineer · Quality Control · Communication skills · regulatory · Engineering · Analysis · Data,"6th of October, Giza, Egypt "
data analysis,Budget Manager,https://wuzzuf.net/jobs/p/uqns93loh1lc-budget-manager-alexandria-egypt,Full TimeOn-site,Confidential,Full TimeOn-siteManager · 10 - 20 Yrs of Exp · Accounting/Finance · Accounting · Budget · Analysis · Budgeting · Financial Management · Finance · Communication skills,"Bourj Alarab, Alexandria, Egypt "
data analysis,Senior Taxation Accountant,https://wuzzuf.net/jobs/p/pv1fobs7ujik-senior-taxation-accountant-nacita-giza-egypt,Full TimeOn-site,Nacita,Full TimeOn-siteExperienced · 4 - 6 Yrs of Exp · Accounting/Finance · Accounting · accountant · Analysis · Finance · Tax · Tax Accounting · taxation · CPA · Financial,"6th of October, Giza, Egypt "
data analysis,Financial Planning and Analysis Senior Section Head,https://wuzzuf.net/jobs/p/R1dlpANGT4t6-Financial-Planning-and-Analysis-Senior-Section-Head-Square-Engineering-Firm-Cairo-Egypt,Full TimeOn-site,Square Engineering Firm,Full TimeOn-siteManager · 7 - 10 Yrs of Exp · Accounting/Finance · Analysis · Corporate Finance · Accounting · Financial Planning · Financial Analysis · Financial · Financial Management · Planning · Finance,"Madinaty, Cairo, Egypt "
data analysis,Senior Digital Marketing Specialist,https://wuzzuf.net/jobs/p/Vz8ZkrNHuoUZ-Senior-Digital-Marketing-Specialist-INTELLEVO-Giza-Egypt,Full TimeHybrid,INTELLEVO,Full TimeHybridExperienced · 2 - 4 Yrs of Exp · Marketing/PR/Advertising · Digital Marketing · Social Media Advertising · Media Buying · Ads · Social Media · Ecommerce · eCommerce Advertising · Product Listing Optimization · Website Analytics,"Dokki, Giza, Egypt "
data analysis,Media Buyer & Performance Marketing Manager,https://wuzzuf.net/jobs/p/wmo2cg6e2wz4-media-buyer-performance-marketing-manager-tradeline-international-cairo-egypt,Full TimeRemote,Tradeline International,Full TimeRemoteManager · 3 - 7 Yrs of Exp · Operations/Management · Marketing/PR/Advertising · Media/Journalism/Publishing · campaigns · E-Commerce · FMCG · Analysis · Marketing · Market Research · Social Media,"Cairo, Egypt "
data analysis,Cost Control Accountant,https://wuzzuf.net/jobs/p/odygboullpgm-cost-control-accountant-arabian-monayri-for-industry-shipping-trade-cairo-egypt,Full TimeOn-site,"Arabian Monayri for Industry, Shipping & Trade",Full TimeOn-siteExperienced · 2 - 3 Yrs of Exp · males_only · Accounting/Finance · Project/Program Management · Accounting · Communication skills · Cost Control · Costing · ERP · Finance · Financial Analysis · Cost Accounting,"10th of Ramadan City, Cairo, Egypt "
data analysis,Data Engineer,https://wuzzuf.net/jobs/p/bBVD1SDdlEN8-Data-Engineer-HYVE-Technology-Consulting-Cairo-Egypt,Full TimeOn-site,HYVE Technology Consulting ,Full TimeOn-siteExperienced · 2 - 5 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Computer Engineering · Computer Science · Data Mining · Data · Database · Engineering · Ibm · Information Technology (IT),"Cairo, Egypt "
data analysis,Scientific Officer - Specialized in Water Treatment,https://wuzzuf.net/jobs/p/yc9ztolpgrgr-scientific-officer---specialized-in-water-treatment-diamond-alliance-services-kano-nigeria,Full TimeOn-site,DIAMOND ALLIANCE SERVICES ,Full TimeOn-siteExperienced · 5+ Yrs of Exp · R&D/Science · Scientific Research · Research Analysis,"Kano, Nigeria "
data analysis,Accounts Payable Specialist,https://wuzzuf.net/jobs/p/ovk9rr7ymtmi-accounts-payable-specialist-healthcare-international-red-sea-egypt,Full TimeOn-site,HealthCare International,Full TimeOn-siteExperienced · 3+ Yrs of Exp · Accounting/Finance · Accounting · Accounts Payable · business · Business Development · Communication · Customer Service · Finance · Financial · Financial Analysis,"Hurghada, Red Sea, Egypt "
data analysis,Financial Analyst,https://wuzzuf.net/jobs/p/hyzouidtluan-financial-analyst-heia-giza-egypt,Full TimeOn-site,HEIA,Full TimeOn-siteSenior Management · 5 - 10 Yrs of Exp · Accounting/Finance · Financial Analysis · Finance · Financial Forecasting · Budgeting · Budget Management · Financial · Forecasting · Budget Monitoring · Budgetary Control,"6th of October, Giza, Egypt "
data analysis,Head of Planning,https://wuzzuf.net/jobs/p/GeEGqoqlqKI9-Head-of-Planning-Melco-Mec-Egypt-for-Elevators-Escalators---Mitsubishi-Giza-Egypt,Full TimeOn-site,Melco-Mec Egypt for Elevators & Escalators Mitsubishi,Full TimeOn-siteSenior Management · 7 - 10 Yrs of Exp · Engineering - Construction/Civil/Architecture · Engineering - Mechanical/Electrical · Primavera · Communication skills · MS Office · Planning · Construction · Engineering · Management · Data Analysis,"Dokki, Giza, Egypt "
data analysis,Fleet Lead,https://wuzzuf.net/jobs/p/VyPqIUPFPPzy-Fleet-Lead-Breadfast-Cairo-Egypt,Full TimeOn-site,Breadfast,Full TimeOn-siteExperienced · 5 - 7 Yrs of Exp · Logistics/Supply Chain · Computer Skills · Data Analysis · Fleet Management · Transportation Management · Logistics Operations · Communication · Team Leadership · Problem Solving,"New Cairo, Cairo, Egypt "
data analysis,Software Business Analyst,https://wuzzuf.net/jobs/p/erez1gjusl7g-software-business-analyst-cairo-egypt,Full TimeOn-site,Confidential,Full TimeOn-siteExperienced · 2 - 4 Yrs of Exp · IT/Software Development · Analyst/Research · Engineering - Telecom/Technology · Agile · Business Analysis · Communication skills · Information Technology (IT) · Microsoft Office · Software Development · Scrum,"Nasr City, Cairo, Egypt "
data analysis,Treasury Specialist,https://wuzzuf.net/jobs/p/utj5nihhk4ju-treasury-specialist-mozare3-giza-egypt,Full TimeOn-site,Mozare3,Full TimeOn-siteExperienced · 2 - 4 Yrs of Exp · Accounting/Finance · Treasury · Financial Analysis · Finance,"6th of October, Giza, Egypt "
data analysis,Digital Marketing Specialist – (Restaurants Industry ),https://wuzzuf.net/jobs/p/nsvlcur61s0k-digital-marketing-specialist-–-restaurants-industry-cairo-egypt,Full TimeOn-site,Confidential,Full TimeOn-siteExperienced · 3 - 5 Yrs of Exp · Creative/Design/Art · Marketing/PR/Advertising · Media/Journalism/Publishing · Digital · Digital Marketing · digital marketing · Digital Marketing Specialist · E-Marketing · Marketing · Industry,"Nasr City, Cairo, Egypt "
data analysis,Quality Control Section Head (Feeds),https://wuzzuf.net/jobs/p/njshnpvtif7o-quality-control-section-head-feeds-dakahlia-egypt,Full TimeOn-site,Confidential,Full TimeOn-siteManager · 7 - 17 Yrs of Exp · R&D/Science · Quality · quality · Quality Control · Science · Quality Management · Analysis · Communication skills · Control · Engineering,"Mit Ghamr, Dakahlia, Egypt "
data analysis,Business Analyst,https://wuzzuf.net/jobs/p/rbq59f3lwntk-business-analyst-naguib-selim-cairo-egypt,Full TimeOn-site,Naguib Selim,Full TimeOn-siteExperienced · 3 - 7 Yrs of Exp · Analyst/Research · business · Analysis · Business Analysis · Information Technology (IT) · SQL · Computer Science · IT,"Nasr City, Cairo, Egypt "
data analysis,Planning Specialist,https://wuzzuf.net/jobs/p/ixhhhopme4sz-planning-specialist-asfour-for-mining-and-refractories-cairo-egypt,Full TimeOn-site,Asfour for Mining and Refractories,Full TimeOn-siteExperienced · 3 - 7 Yrs of Exp · Manufacturing/Production · Planning · Business Analysis · Analysis · Planning Specialist · Forecasting · Supply Chain · ERP · Communication · Communication skills,"Tebin, Cairo, Egypt "
data analysis,Data Analyst,https://wuzzuf.net/jobs/p/BGaMVEUGgkXV-Data-Analyst-Extend-for-IT-solutions-Cairo-Egypt,Full TimeOn-site,Extend for IT solutions,Full TimeOn-siteExperienced · 2 - 5 Yrs of Exp · Logistics/Supply Chain · Operations/Management · Analyst/Research · analytical · Analysis · BI · Data · Data Analysis · Power BI · business,"Maadi, Cairo, Egypt "
data analysis,Finance Manager,https://wuzzuf.net/jobs/p/mhlwuu4k3mge-finance-manager-aqarmap-com-cairo-egypt,Full TimeOn-site,Aqarmap.com,Full TimeOn-siteManager · 10+ Yrs of Exp · Accounting/Finance · Banking · Operations/Management · Financial Analysis · Accounting · Leadership · Financial Management · MBA · Financial · Finance,"Nasr City, Cairo, Egypt "
data analysis,Operation Specialist,https://wuzzuf.net/jobs/p/p0uoGSXyw5mk-Operation-Specialist-KTS-International-Cairo-Egypt,Full TimeOn-site,KTS International  ,Full TimeOn-siteEntry Level · 1 - 3 Yrs of Exp · Operations/Management · Tourism/Travel · Administration · Business Administration · Customer Care · Customer Service · Operations · business · Analysis · Communication,"New Nozha, Cairo, Egypt "
business intelligence,Business Developer,https://wuzzuf.net/jobs/p/2kbm5oacyuz5-business-developer-assiut-egypt,Part TimeRemote,Confidential,Part TimeRemoteExperienced · 4 - 7 Yrs of Exp · Business Development · IT/Software Development · Information Technology (IT) · Business Intelligence Development,"Alghanayem, Assiut, Egypt "
